date,service_type,region,provider,cpu_hours,storage_gb,data_transfer_gb,cost_usd,team
3/14/2024,VM,westeurope,Azure,15.4009,55.8754,7.3963,3.9645,Engineering
3/14/2024,Database,westeurope,AWS,5.1024,206.8573,7.7032,2.0151,Data
3/15/2024,Storage,eastus,Azure,0.5479,857.0439,1.9122,2.9359,Data
3/15/2024,VM,westeurope,Azure,8.3827,48.6425,7.3413,1.9132,DevOps
3/15/2024,Database,eastus,AWS,6.3306,188.9532,4.3104,2.9995,Engineering
3/15/2024,VM,eastus,Azure,16.9024,33.9247,7.561,3.2845,DevOps
3/15/2024,VM,southeastasia,AWS,6.1047,51.9204,7.2242,3.0228,DevOps
3/16/2024,Storage,eastus,Azure,0.3626,805.9728,1.0042,3.0218,DevOps
3/16/2024,Database,eastus,Azure,2.6095,170.1082,2.0802,3.1061,Data
3/16/2024,VM,eastus,AWS,10.3798,54.6275,5.6406,2.9771,QA
3/16/2024,Networking,southeastasia,AWS,0.517,10.1046,9.2421,2.0834,DevOps
3/17/2024,VM,eastus,Azure,7.9939,57.1109,2.2515,1.3399,Data
3/17/2024,VM,westeurope,AWS,,51.2356,3.9028,3.0142,Engineering
3/17/2024,Networking,eastus,Azure,1.4122,9.7479,18.6442,2.511,DevOps
3/17/2024,Storage,southeastasia,Azure,0.2947,638.3885,1.2247,2.4131,Engineering
3/17/2024,VM,westeurope,AWS,9.6035,65.8315,2.0382,2.6833,DevOps
3/18/2024,VM,southeastasia,AWS,13.307,62.5509,11.2171,3.8175,Engineering
3/18/2024,VM,eastus,Azure,15.5697,57.6026,4.22,2.3491,Engineering
3/18/2024,Storage,southeastasia,Azure,0.6158,866.1772,2.2044,1.8986,Engineering
3/18/2024,Storage,westeurope,Azure,0.5055,769.2991,1.8037,3.6703,Data
3/18/2024,VM,southeastasia,AWS,7.1293,49.8234,7.5815,1.7943,DevOps
3/19/2024,VM,southeastasia,Azure,3.5402,54.3684,12.7168,3.6083,DevOps
3/19/2024,VM,westeurope,Azure,13.6193,42.7016,3.4941,2.0393,Engineering
3/19/2024,Storage,westeurope,AWS,0.4662,907.1107,0.9035,3.2661,Engineering
3/19/2024,VM,westeurope,AWS,11.8356,57.3318,6.1932,2.7382,QA
3/19/2024,VM,westeurope,AWS,14.998,48.2219,10.5312,3.4533,QA
3/20/2024,Storage,southeastasia,AWS,0.5545,742.5139,0.9359,1.2349,DevOps
3/20/2024,VM,westeurope,AWS,10.5206,60.8272,4.9844,1.8989,Data
3/20/2024,VM,eastus,AWS,14.4396,51.0179,8.3958,3.7007,DevOps
3/20/2024,VM,eastus,AWS,20.8473,59.3351,4.7574,4.0457,Engineering
3/21/2024,Networking,eastus,Azure,1.3388,7.9208,43.0413,5.1228,DevOps
3/21/2024,VM,eastus,Azure,10.5759,57.7484,11.4742,4.2955,Engineering
3/21/2024,VM,eastus,AWS,12.3185,47.2458,3.5932,2.4786,Engineering
3/22/2024,Networking,eastus,AWS,2.0561,12.617,27.4708,3.9664,Engineering
3/22/2024,VM,eastus,AWS,13.2749,39.6679,6.6445,2.3145,Data
3/22/2024,Database,westeurope,Azure,8.0126,130.0804,6.6289,2.0102,Data
3/22/2024,Storage,eastus,Azure,0.6319,678.3325,2.0514,2.7491,Data
3/22/2024,VM,eastus,AWS,10.5814,40.3668,7.683,2.9998,DevOps
3/22/2024,Storage,eastus,Azure,0.5221,1114.4952,1.3328,3.0705,Engineering
3/23/2024,Networking,southeastasia,Azure,1.0876,12.4382,12.5979,2.014,DevOps
3/23/2024,VM,westeurope,AWS,8.2102,46.8875,0,0.9635,DevOps
3/23/2024,Storage,westeurope,AWS,0.1327,789.5362,1.3982,2.6015,Engineering
3/23/2024,Database,eastus,AWS,4.2955,197.9898,1.6429,1.1808,QA
3/23/2024,Networking,westeurope,Azure,0.9737,9.8051,20.2329,3.3233,Engineering
3/23/2024,Networking,southeastasia,AWS,1.0984,10.1559,9.7885,2.5067,Data
3/24/2024,Networking,westeurope,Azure,1.4049,8.7084,27.6303,3.4855,Data
3/24/2024,VM,southeastasia,Azure,9.2937,54.0606,7.4601,3.2943,QA
3/24/2024,Database,westeurope,Azure,6.314,193.4586,1.2285,1.8465,Engineering
3/24/2024,VM,eastus,AWS,5.2437,39.7072,4.0745,1.3413,QA
3/25/2024,VM,eastus,AWS,16.6535,33.7521,13.2513,4.3884,QA
3/25/2024,VM,westeurope,Azure,13.596,56.7371,4.9128,3.6977,Data
3/25/2024,VM,westeurope,Azure,14.2179,56.1225,7.0145,3.0168,Data
3/25/2024,VM,eastus,Azure,10.4778,57.3507,8.8541,3.8032,DevOps
3/26/2024,Database,southeastasia,AWS,5.2963,219.3388,3.9391,1.5142,QA
3/26/2024,Database,eastus,Azure,6.188,169.4995,4.6339,1.4001,DevOps
3/26/2024,VM,westeurope,Azure,8.3961,55.1891,11.2038,2.051,Engineering
3/27/2024,Storage,eastus,Azure,0.5787,601.716,1.115,1.2628,Data
3/27/2024,Storage,westeurope,Azure,0.7064,1024.8701,1.8114,2.4114,Engineering
3/27/2024,Storage,westeurope,AWS,0.6198,936.9027,1.9889,2.58,Data
3/27/2024,Database,westeurope,Azure,7.4073,189.3519,4.2209,2.9912,DevOps
3/27/2024,Database,eastus,Azure,6.2302,189.3485,6.9175,2.0772,DevOps
3/28/2024,Storage,westeurope,Azure,0.6943,902.4771,2.2489,3.8299,Engineering
3/28/2024,Storage,eastus,AWS,0.5579,601.4326,2.3233,3.5002,Engineering
3/28/2024,Storage,westeurope,AWS,0.4908,745.8009,2.117,3.4883,Engineering
3/28/2024,Database,westeurope,AWS,4.8626,195.0059,5.3178,3.2051,QA
3/29/2024,Database,eastus,AWS,7.2995,248.2292,5.8733,3.5091,Engineering
3/29/2024,VM,eastus,AWS,12.4715,55.4743,8.7568,2.6944,Engineering
3/29/2024,Storage,westeurope,AWS,0.4152,795.4147,2.7392,3.8395,Engineering
3/29/2024,VM,eastus,AWS,4.3878,54.0747,5.077,1.7583,Engineering
3/29/2024,VM,southeastasia,AWS,14.5532,61.2543,7.8174,3.9005,Engineering
3/29/2024,VM,eastus,AWS,8.3478,48.7945,10.486,4.3424,Engineering
3/30/2024,Networking,eastus,AWS,1.4709,12.4617,25.1653,5.0005,Data
3/30/2024,VM,westeurope,Azure,9.2451,47.9084,6.0284,2.011,QA
3/30/2024,Storage,westeurope,AWS,0.2469,924.299,0.8361,2.1163,Data
3/30/2024,Storage,westeurope,AWS,0.4318,1028.4964,1.9756,2.7111,Engineering
3/31/2024,Storage,southeastasia,Azure,0.2163,751.8718,0.8699,3.3008,DevOps
3/31/2024,Storage,eastus,Azure,0.3287,987.314,2.221,2.4005,Data
3/31/2024,Networking,eastus,Azure,1.8191,8.6845,0,3.0653,QA
3/31/2024,VM,eastus,AWS,9.7063,61.2045,5.267,3.0455,Data
3/31/2024,Storage,eastus,AWS,0.3482,600.1658,0.6182,1.6252,Engineering
4/1/2024,VM,eastus,AWS,9.2162,49.4782,10.136,3.0583,Engineering
4/1/2024,Networking,eastus,AWS,1.7369,12.0825,26.5348,3.0569,Data
4/1/2024,VM,eastus,AWS,13.149,50.1596,10.1282,3.3343,Data
4/1/2024,VM,eastus,Azure,11.1377,52.155,7.8908,2.3785,Data
4/1/2024,VM,westeurope,AWS,10.7273,43.8905,6.689,2.5999,Data
4/2/2024,VM,eastus,Azure,12.8359,39.295,8.4849,4.2283,DevOps
4/2/2024,VM,eastus,Azure,12.6448,48.1494,6.8754,2.8091,Data
4/2/2024,VM,eastus,AWS,15.6254,62.7712,5.371,2.5207,Engineering
4/2/2024,Storage,westeurope,AWS,0.5683,769.7746,2.3895,2.4715,Engineering
4/2/2024,Networking,westeurope,AWS,1.6679,11.3224,26.1435,5.0655,Data
4/2/2024,VM,southeastasia,AWS,9.5386,49.4347,9.6831,2.3635,QA
4/3/2024,VM,eastus,Azure,11.8344,53.6366,4.0423,2.6504,Engineering
4/3/2024,Networking,westeurope,Azure,2.0049,8.5766,45.7263,5.7242,Data
4/3/2024,Database,southeastasia,Azure,4.3434,227.7191,4.2466,2.1205,Engineering
4/3/2024,Storage,southeastasia,AWS,0.4384,581.5276,,2.3935,DevOps
4/3/2024,VM,westeurope,AWS,12.3685,,7.3344,3.6188,Engineering
4/4/2024,Storage,eastus,Azure,0.5894,711.0328,2.9965,2.7445,Data
4/4/2024,Database,eastus,AWS,4.9027,192.5493,2.8631,3.3799,DevOps
4/4/2024,Networking,westeurope,Azure,2.2214,10.6522,27.0952,5.0271,QA
4/4/2024,Networking,westeurope,AWS,1.6511,11.1359,30.21,3.8523,Data
4/4/2024,Database,westeurope,AWS,5.2986,208.196,5.6648,1.6149,DevOps
4/4/2024,Database,westeurope,AWS,4.2235,205.9198,4.3391,3.5334,Engineering
4/5/2024,VM,eastus,Azure,15.1219,44.0584,2.6328,2.2548,DevOps
4/5/2024,Database,eastus,Azure,5.2353,201.0332,1.2675,1.4225,DevOps
4/5/2024,Networking,southeastasia,Azure,1.6709,9.7978,23.641,3.0063,DevOps
4/5/2024,Storage,southeastasia,Azure,0.5893,554.007,2.6954,3.2323,Engineering
4/5/2024,Storage,eastus,AWS,0.458,671.6856,0.9278,2.81,Engineering
4/6/2024,VM,eastus,AWS,5.8852,45.9638,8.4428,1.8169,Data
4/6/2024,VM,southeastasia,AWS,7.6831,33.079,2.4083,1.9024,Engineering
4/6/2024,VM,eastus,AWS,5.7339,60.1184,6.2752,3.0312,Engineering
4/6/2024,VM,southeastasia,AWS,6.7947,50.0211,7.7891,2.6499,Engineering
4/7/2024,Storage,westeurope,AWS,0.2718,789.727,1.9046,2.1544,Data
4/7/2024,Networking,southeastasia,Azure,0.8539,8.9397,22.7,5.0667,Data
4/7/2024,VM,westeurope,Azure,8.5305,41.361,2.2839,2.5129,DevOps
4/7/2024,Storage,eastus,AWS,0.1714,846.6774,1.1509,1.4712,Data
4/7/2024,VM,eastus,AWS,3.802,52.5827,3.1032,3.1731,DevOps
4/8/2024,VM,southeastasia,AWS,10.4782,44.8147,10.5083,2.6027,Data
4/8/2024,Networking,eastus,Azure,2.0289,8.9265,44.0784,4.9012,Engineering
4/8/2024,Storage,eastus,AWS,0.5514,743.7731,1.6598,2.04,Data
4/8/2024,VM,eastus,AWS,12.4254,46.2206,5.5818,2.4642,Engineering
4/8/2024,Networking,southeastasia,Azure,1.5135,12.9062,28.5956,4.5381,DevOps
4/8/2024,VM,eastus,AWS,17.057,52.5628,5.493,2.1673,QA
4/9/2024,VM,eastus,AWS,6.7896,53.9389,5.2693,1.9911,DevOps
4/9/2024,Database,southeastasia,AWS,3.7998,184.9579,6.463,3.0886,Engineering
4/9/2024,Networking,eastus,AWS,2.2578,12.1021,19.725,3.0695,DevOps
4/9/2024,VM,southeastasia,AWS,14.6789,63.7222,7.0168,3.0541,QA
4/10/2024,Storage,eastus,Azure,0.589,1067.1223,2.0066,1.5858,DevOps
4/10/2024,Storage,eastus,AWS,0.5694,1091.5139,1.8824,2.7642,Engineering
4/10/2024,VM,westeurope,Azure,7.0121,52.1269,13.9924,2.2884,DevOps
4/10/2024,VM,eastus,Azure,8.9812,47.4202,7.9335,4.0391,Engineering
4/11/2024,Storage,westeurope,AWS,0.4536,834.0501,1.4073,3.4115,Engineering
4/11/2024,VM,westeurope,AWS,11.3729,54.0011,7.2398,1.9429,Data
4/11/2024,VM,eastus,Azure,11.9323,40.3966,8.4548,2.6045,Data
4/12/2024,Networking,eastus,Azure,2.3584,6.8399,33.3869,4,Data
4/12/2024,Database,southeastasia,Azure,6.4668,226.2098,4.2541,2.9029,DevOps
4/12/2024,Storage,eastus,Azure,0.4721,865.233,1.9023,1.4634,Engineering
4/12/2024,Networking,southeastasia,Azure,1.474,10.3034,27.8292,5.3939,Engineering
4/12/2024,Storage,eastus,AWS,0.3315,910.7076,2.3818,1.4626,QA
4/13/2024,VM,eastus,AWS,6.218,54.5631,10.6384,2.0104,Data
4/13/2024,Storage,eastus,Azure,0.2587,774.6,0.6234,1.6046,Engineering
4/13/2024,Database,eastus,AWS,3.1679,183.1416,4.022,1.9188,QA
4/13/2024,Storage,westeurope,Azure,0.3423,687.4489,1.13,2.8787,Engineering
4/13/2024,Networking,westeurope,Azure,0.6871,11.1175,27.955,3.5241,Data
4/14/2024,Networking,eastus,AWS,0.8303,8.9173,26.1511,3.6059,DevOps
4/14/2024,VM,eastus,Azure,15.253,44.3697,3.8926,1.7367,DevOps
4/14/2024,VM,southeastasia,AWS,11.9192,37.9342,1.6821,3.6952,Engineering
4/14/2024,Storage,eastus,Azure,0.3534,921.2843,1.4494,2.197,Engineering
4/14/2024,Database,westeurope,Azure,4.5403,205.5946,0.7147,1.8649,QA
4/14/2024,Storage,westeurope,AWS,0.4359,928.002,0.6871,2.4611,Data
4/15/2024,Storage,eastus,Azure,0.2419,717.6802,1.4433,3.3999,QA
4/15/2024,Storage,eastus,Azure,0.4701,736.8944,2.1067,3.3114,Data
4/15/2024,Database,westeurope,Azure,9.6669,183.7315,2.3049,2.1575,Engineering
4/16/2024,VM,westeurope,AWS,16.4711,42.5625,9.6546,2.2971,Data
4/16/2024,VM,eastus,AWS,12.8175,36.0517,10.1137,2.424,Engineering
4/16/2024,VM,southeastasia,Azure,17.0807,60.3052,4.2972,3.062,QA
4/17/2024,Networking,westeurope,Azure,3.1357,9.3934,34.4229,4.4484,Engineering
4/17/2024,Database,eastus,Azure,6.8546,216.7873,3.7797,1.4361,QA
4/17/2024,Storage,westeurope,Azure,0.4722,1045.6235,1.595,2.5675,QA
4/17/2024,Storage,eastus,AWS,0.4496,771.8798,2.4845,1.8778,Data
4/18/2024,Networking,eastus,AWS,2.0131,7.3976,29.4861,4.3695,Engineering
4/18/2024,VM,eastus,Azure,14.2009,48.2493,7.9021,3.1257,Engineering
4/18/2024,VM,southeastasia,Azure,14.3736,46.188,2.7762,3.0385,DevOps
4/19/2024,VM,eastus,AWS,14.2249,49.0426,6.6545,3.0986,Engineering
4/19/2024,Storage,eastus,Azure,0.409,801.1358,2.0759,2.7357,Engineering
4/19/2024,Database,westeurope,Azure,4.8982,205.2586,2.9949,2.7759,Engineering
4/19/2024,VM,southeastasia,Azure,7.0872,50.897,8.766,2.0245,Engineering
4/19/2024,VM,westeurope,AWS,12.3931,58.6519,11.3272,3.1863,Engineering
4/20/2024,Storage,westeurope,Azure,0.3065,858.8994,0.2286,1.3212,Engineering
4/20/2024,Storage,eastus,Azure,0.2953,,0.6007,2.3768,Engineering
4/20/2024,Storage,westeurope,Azure,0.314,805.4708,0.9536,2.7952,Engineering
4/20/2024,Networking,westeurope,AWS,2.0792,9.093,22.4315,4.4545,Engineering
4/20/2024,VM,westeurope,AWS,5.5481,65.5826,6.4869,2.8218,Engineering
4/21/2024,VM,westeurope,AWS,11.8064,60.2607,1.195,2.43,Engineering
4/21/2024,Storage,eastus,Azure,0.2871,651.3137,2.2575,1.7416,Data
4/21/2024,Networking,eastus,AWS,1.9972,7.5679,18.9037,4.0404,DevOps
4/21/2024,Storage,westeurope,Azure,0.1611,795.7009,,2.6773,Data
4/22/2024,VM,eastus,AWS,7.2964,47.6398,7.5243,2.3607,QA
4/22/2024,VM,eastus,Azure,9.3317,47.5364,9.8011,2.5553,Engineering
4/22/2024,Storage,eastus,Azure,0.3373,941.2227,2.2907,2.9731,Engineering
4/23/2024,Database,westeurope,AWS,5.056,177.5235,5.7838,2.8693,Engineering
4/23/2024,Storage,westeurope,AWS,0.2706,808.5504,1.2239,1.778,Engineering
4/23/2024,VM,eastus,Azure,16.0108,58.8692,7.7423,3.4219,Engineering
4/23/2024,Networking,westeurope,Azure,2.4997,8.5399,39.0642,6.3417,QA
4/24/2024,VM,eastus,AWS,10.8216,39.7782,9.6776,2.0216,Engineering
4/24/2024,Storage,westeurope,Azure,0.4696,615.1595,1.1637,3.3146,Data
4/24/2024,VM,eastus,AWS,17.7786,42.1413,6.0452,2.2978,Engineering
4/24/2024,VM,eastus,Azure,16.153,50.0798,7.4618,4.2891,Engineering
4/24/2024,Networking,southeastasia,Azure,1.7249,10.6133,41.1395,4.3574,Engineering
4/24/2024,Networking,southeastasia,AWS,2.6895,10.2725,23.1699,3.9364,DevOps
4/25/2024,VM,southeastasia,Azure,13.3343,43.8076,8.3585,2.7549,DevOps
4/25/2024,Storage,westeurope,AWS,0.5455,918.7832,1.6309,3.5309,Engineering
4/25/2024,VM,southeastasia,AWS,14.1941,54.4282,7.6588,4.0586,DevOps
4/26/2024,Database,westeurope,AWS,6.508,244.2214,6.9974,2.3973,Data
4/26/2024,Database,southeastasia,AWS,6.7571,,6.6451,2.5691,Engineering
4/26/2024,Storage,eastus,AWS,0.678,781.9443,2.4006,2.5201,DevOps
4/27/2024,Networking,eastus,Azure,1.0895,8.6078,15.6545,3.5462,DevOps
4/27/2024,VM,eastus,Azure,7.7619,46.0657,7.2453,1.9081,Engineering
4/27/2024,VM,westeurope,Azure,3.0952,40.6003,0,2.8795,Engineering
4/27/2024,Storage,westeurope,AWS,0.4178,778.2261,0.9362,2.8588,QA
4/27/2024,Storage,eastus,AWS,0.3638,741.8251,0.4028,2.2675,DevOps
4/27/2024,VM,westeurope,AWS,12.6818,55.9488,3.7071,2.3478,Engineering
4/28/2024,Storage,eastus,Azure,0.3869,1146.1079,1.4966,3.4141,Engineering
4/28/2024,Networking,southeastasia,Azure,0.9193,8.4466,24.9636,3.4028,Engineering
4/28/2024,VM,westeurope,Azure,8.0491,51.267,3.3808,3.1056,Engineering
4/29/2024,VM,eastus,Azure,10.8653,64.2833,6.5471,2.9323,Engineering
4/29/2024,Database,southeastasia,AWS,6.416,199.3316,5.4831,3.3407,DevOps
4/29/2024,VM,westeurope,Azure,11.9667,52.1631,6.6495,2.5768,QA
4/29/2024,VM,eastus,AWS,15.0055,46.2682,6.1232,1.9773,DevOps
4/29/2024,VM,westeurope,AWS,9.7209,56.9001,7.2767,3.9284,Data
4/29/2024,Storage,eastus,AWS,0.4812,760.7965,1.3745,1.6408,QA
4/30/2024,Database,westeurope,AWS,4.2416,251.2948,4.7469,1.671,Engineering
4/30/2024,Storage,eastus,AWS,0.5012,951.066,2.0321,2.6954,Engineering
4/30/2024,Database,southeastasia,Azure,6.3644,249.2607,6.1304,2.034,Data
4/30/2024,Storage,southeastasia,Azure,0.401,840.6865,2.7885,1.966,Data
5/1/2024,VM,eastus,Azure,10.6752,47.1289,7.7031,2.1896,QA
5/1/2024,VM,southeastasia,AWS,15.9443,45.7587,10.8732,2.759,DevOps
5/1/2024,VM,southeastasia,Azure,7.5718,58.8642,9.1542,1.905,QA
5/2/2024,Storage,westeurope,Azure,0.5672,910.9292,1.058,2.3858,Data
5/2/2024,Database,westeurope,Azure,6.4738,222.6536,8.7569,3.6678,QA
5/2/2024,Networking,eastus,AWS,2.1665,6.4825,18.1635,3.2746,Data
5/3/2024,Networking,eastus,AWS,1.81,9.0937,17.5488,2.3747,Data
5/3/2024,VM,eastus,AWS,11.9789,48.3829,7.1075,4.0669,QA
5/3/2024,VM,southeastasia,AWS,9.8146,57.5254,8.2924,3.1465,DevOps
5/3/2024,Storage,eastus,AWS,0.3628,,1.5564,3.5151,QA
5/3/2024,Networking,westeurope,Azure,2.5959,9.6395,14.9712,2.5468,Engineering
5/3/2024,Networking,southeastasia,AWS,1.968,10.8044,10.2348,3.7978,Engineering
5/4/2024,VM,eastus,AWS,6.7136,53.7995,5.0821,3.7853,DevOps
5/4/2024,Networking,westeurope,AWS,1.0152,9.9376,13.5713,3.2363,Data
5/4/2024,Storage,westeurope,AWS,0.2229,759.09,,2.6604,DevOps
5/5/2024,Networking,eastus,AWS,0.7579,6.1174,15.5379,3.7077,QA
5/5/2024,VM,eastus,AWS,10.0486,57.2023,5.11,2.8627,Engineering
5/5/2024,VM,westeurope,Azure,1.6187,56.4818,2.6287,3.1011,DevOps
5/6/2024,VM,southeastasia,Azure,12.5897,51.8176,4.7693,3.0331,Engineering
5/6/2024,VM,southeastasia,AWS,8.5295,56.9288,9.2932,3.762,Engineering
5/6/2024,VM,eastus,AWS,14.2082,55.1089,9.2048,3.8135,Data
5/6/2024,Database,westeurope,AWS,4.5783,218.1638,5.1063,3.4007,Engineering
5/7/2024,VM,eastus,AWS,9.3119,41.3737,8.8319,2.7229,Data
5/7/2024,Storage,southeastasia,Azure,0.5633,973.6767,2.3409,3.0426,QA
5/7/2024,Storage,eastus,AWS,0.3688,630.5247,2.0541,3.1989,Engineering
5/8/2024,Networking,eastus,AWS,2.3767,10.9259,27.789,3.8432,QA
5/8/2024,Networking,southeastasia,Azure,2.4308,10.2074,25.462,3.0739,Engineering
5/8/2024,VM,westeurope,AWS,10.9723,36.7581,11.5957,3.9738,Engineering
5/8/2024,Storage,southeastasia,AWS,0.4837,750.0131,2.6719,3.7917,Engineering
5/8/2024,Storage,westeurope,AWS,0.6844,705.3662,2.4021,1.917,Data
5/8/2024,VM,eastus,Azure,12.2153,59.6766,4.9032,2.4489,QA
5/9/2024,VM,eastus,AWS,12.8416,57.6207,5.4459,3.2276,DevOps
5/9/2024,Storage,eastus,Azure,0.6244,862.0336,1.8671,1.4995,Engineering
5/9/2024,Storage,southeastasia,Azure,0.4037,652.3834,2.1155,2.4968,Data
5/9/2024,VM,eastus,Azure,15.4343,44.4646,,3.7419,Engineering
5/9/2024,Database,westeurope,AWS,5.2481,242.7978,5.4934,3.6806,Data
5/9/2024,Storage,eastus,AWS,0.605,822.7194,2.1783,3.0468,Engineering
5/10/2024,Storage,eastus,AWS,,816.6375,1.9924,1.9626,Engineering
5/10/2024,Storage,southeastasia,AWS,0.5158,847.8133,2.2623,2.1731,QA
5/10/2024,VM,eastus,AWS,4.331,51.0608,11.2373,2.0603,Engineering
5/10/2024,Database,eastus,AWS,8.2465,258.0404,3.3885,1.9365,Data
5/10/2024,Storage,southeastasia,Azure,0.4045,672.2001,1.1407,1.6461,Engineering
5/11/2024,Database,westeurope,Azure,2.7592,236.3648,1.7603,2.0584,QA
5/11/2024,Database,eastus,Azure,5.319,176.6789,4.8382,2.4376,Engineering
5/11/2024,Networking,eastus,AWS,0.4348,8.0929,14.1145,2.6844,Engineering
5/11/2024,VM,eastus,Azure,8.123,41.7836,1.8862,2.8444,QA
5/12/2024,Storage,eastus,Azure,0.5248,804.6204,1.8644,3.1857,Engineering
5/12/2024,VM,westeurope,Azure,8.8667,33.8331,2.9208,3.5616,Data
5/12/2024,VM,eastus,Azure,12.3957,42.8685,3.5707,1.5253,DevOps
5/13/2024,Database,eastus,Azure,3.2071,203.3696,6.7193,2.1768,Data
5/13/2024,VM,eastus,AWS,11.706,38.429,7.6145,2.1921,DevOps
5/13/2024,VM,southeastasia,AWS,8.0124,49.5411,7.7627,3.3954,QA
5/13/2024,Database,eastus,AWS,7.4635,174.6092,4.1226,1.4616,DevOps
5/13/2024,VM,westeurope,AWS,8.0737,64.5079,7.6162,2.9613,Data
5/13/2024,Storage,eastus,Azure,0.6171,931.676,1.0606,3.6566,QA
5/14/2024,Database,eastus,AWS,5.7005,148.7848,5.4869,3.4406,QA
5/14/2024,Networking,westeurope,Azure,1.9369,12.535,26.5316,3.8848,Engineering
5/14/2024,VM,eastus,AWS,17.4705,48.2157,4.4937,2.648,QA
5/14/2024,Networking,westeurope,Azure,1.6758,12.9314,41.2019,6.6544,DevOps
5/14/2024,Networking,eastus,AWS,1.6035,11.0312,34.0271,3.8903,DevOps
5/14/2024,VM,eastus,AWS,11.0763,49.4271,7.646,2.0171,DevOps
5/15/2024,Storage,southeastasia,Azure,0.4236,860.538,1.0622,2.3552,Engineering
5/15/2024,Networking,eastus,Azure,1.4103,11.6099,25.0787,3.4294,Data
5/15/2024,VM,westeurope,AWS,12.4929,66.4717,9.1832,3.4051,Engineering
5/16/2024,Networking,southeastasia,AWS,1.9712,10.3244,35.1811,4.7408,Data
5/16/2024,VM,eastus,Azure,12.7723,42.7193,9.9267,3.7645,DevOps
5/16/2024,Networking,eastus,Azure,3.4483,9.1846,23.1411,3.0541,Engineering
5/16/2024,VM,eastus,Azure,12.2364,51.2552,11.6535,3.4817,Engineering
5/17/2024,Database,eastus,Azure,6.1151,176.6272,5.3049,3.0986,DevOps
5/17/2024,VM,westeurope,Azure,11.5828,59.0382,6.9382,4.1089,Engineering
5/17/2024,VM,eastus,AWS,10.9765,42.0868,8.303,2.5307,Data
5/17/2024,VM,eastus,AWS,10.2442,40.6973,8.7048,4.193,DevOps
5/17/2024,Networking,eastus,AWS,1.9664,10.0665,14.2886,3.8324,Engineering
5/17/2024,Database,southeastasia,AWS,5.4054,194.931,2.4182,2.86,DevOps
5/18/2024,Storage,eastus,Azure,0.1855,819.3061,0.4464,2.5059,DevOps
5/18/2024,Storage,eastus,AWS,0.5239,817.6822,1.1105,3.0381,Data
5/18/2024,Storage,eastus,AWS,0.14,746.0262,1.092,2.2924,Engineering
5/18/2024,Storage,eastus,AWS,0.4158,620.2624,1.3628,2.6892,Engineering
5/19/2024,Storage,southeastasia,Azure,0.2625,1006.2088,0,1.37,Data
5/19/2024,Storage,eastus,AWS,0.1635,816.2406,1.5967,1.6857,Engineering
5/19/2024,VM,eastus,Azure,9.138,42.7287,3.8063,2.9378,Data
5/19/2024,Database,southeastasia,Azure,2.6888,187.8691,1.4706,3.2629,Engineering
5/19/2024,Storage,southeastasia,Azure,0.1209,691.676,1.5682,2.775,Engineering
5/20/2024,Storage,eastus,Azure,0.2826,673.7024,2.4514,2.5363,Data
5/20/2024,Storage,eastus,Azure,0.5449,636.3749,2.2516,1.4592,DevOps
5/20/2024,VM,westeurope,Azure,16.44,48.5796,9.6193,3.0377,QA
5/20/2024,Database,southeastasia,Azure,5.7607,225.0746,6.568,2.3075,DevOps
5/20/2024,VM,eastus,Azure,11.9861,52.7811,8.9365,3.1727,Engineering
5/21/2024,Storage,southeastasia,Azure,0.5761,637.1677,2.1339,1.4629,Engineering
5/21/2024,Database,southeastasia,Azure,5.6812,235.3685,5.8951,1.7121,Engineering
5/21/2024,Networking,westeurope,AWS,0.9882,11.7245,32.6692,3.5404,Engineering
5/21/2024,VM,westeurope,Azure,15.284,37.1851,9.793,3.5954,Engineering
5/22/2024,Networking,southeastasia,Azure,2.6993,8.3554,39.8512,6.1207,Engineering
5/22/2024,Storage,eastus,AWS,0.6227,602.4891,2.6534,1.4076,Engineering
5/22/2024,Networking,southeastasia,Azure,1.6506,9.8528,31.9883,3.5136,Data
5/22/2024,Storage,eastus,Azure,0.582,882.832,2.3305,1.5347,Engineering
5/22/2024,Storage,eastus,Azure,0.3397,719.2053,1.6156,3.0974,QA
5/23/2024,VM,eastus,Azure,9.5845,58.0764,2.7928,3.7162,Data
5/23/2024,VM,eastus,AWS,8.4174,52.3571,7.5502,2.2879,Data
5/23/2024,Database,eastus,Azure,6.9866,197.914,3.2195,1.7476,QA
5/23/2024,VM,eastus,AWS,15.1734,60.1894,7.15,2.2714,Engineering
5/23/2024,VM,westeurope,AWS,10.5369,58.0575,9.1914,3.5703,Engineering
5/24/2024,VM,eastus,AWS,18.2252,53.1716,1.3419,1.8878,Engineering
5/24/2024,Storage,eastus,AWS,0.7431,758.5438,1.7176,3.4894,Engineering
5/24/2024,VM,eastus,Azure,10.9502,45.4123,0.9532,1.6906,DevOps
5/24/2024,VM,westeurope,AWS,13.9115,39.9635,10.5496,2.8264,Data
5/24/2024,VM,eastus,AWS,11.7801,54.8549,10.5069,2.802,Engineering
5/24/2024,Storage,eastus,Azure,0.6024,818.9549,3.0385,2.0222,QA
5/25/2024,Storage,westeurope,AWS,0.1956,728.4306,0.8205,1.821,QA
5/25/2024,Networking,eastus,AWS,1.214,10.1563,4.3181,3.4201,Engineering
5/25/2024,Networking,eastus,AWS,1.0508,10.3142,6.1392,3.4328,Engineering
